,0,1,2,3,4
Coherentes,0.034,0.041,0.046,0.044,0.042
Incoherentes,0.032,0.048,0.03,0.018,0.032
Indiferentes,0.0,0.001,0.001,0.001,0.001
Tibios,0.007,0.008,0.006,0.005,0.006
