,0,1,2,3,4,5,6,7,8,9,10
K,0.0,0.1,0.2,0.30000000000000004,0.4,0.5,0.6000000000000001,0.7000000000000001,0.8,0.9,1.0
Coherentes,0.5895999999999999,0.6762000000000001,0.7011999999999999,0.6579999999999999,0.66,0.6642000000000001,0.6540000000000001,0.6546000000000001,0.6466,0.5892000000000001,0.5292
Incoherentes,0.3012,0.3116,0.28940000000000005,0.3338,0.335,0.3322,0.3433999999999999,0.3416,0.3518000000000001,0.41,0.4702
Indiferentes,0.1092,0.012,0.0094,0.0082,0.005,0.0036000000000000008,0.0026,0.0038,0.0016,0.0008,0.0002
Tibios,0.0,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004
