,0,1,2,3,4
Coherentes,0.06,0.059,0.049,0.042,0.039
Incoherentes,0.031,0.038,0.036,0.031,0.041
Indiferentes,0.0,0.0,0.0,0.0,0.0
Tibios,0.004,0.005,0.008,0.014,0.008
