,0,1,2,3,4
Coherentes,0.04,0.046,0.05,0.042,0.04
Incoherentes,0.014,0.023,0.022,0.046,0.043
Indiferentes,0.0,0.002,0.0,0.001,0.001
Tibios,0.007,0.005,0.004,0.011,0.011
