,0,1,2,3,4
Coherentes,0.04,0.039,0.036,0.035,0.034
Incoherentes,0.025,0.027,0.035,0.025,0.03
Indiferentes,0.001,0.0,0.0,0.0,0.001
Tibios,0.002,0.007,0.016,0.006,0.011
