,0,1,2,3,4
Coherentes,0.038,0.041,0.039,0.039,0.032
Incoherentes,0.018,0.031,0.029,0.032,0.036
Indiferentes,0.001,0.0,0.0,0.001,0.001
Tibios,0.004,0.009,0.015,0.009,0.008
