,0,1,2,3,4
Coherentes,0.033,0.036,0.029,0.034,0.049
Incoherentes,0.021,0.041,0.047,0.034,0.043
Indiferentes,0.0,0.0,0.0,0.0,0.0
Tibios,0.006,0.007,0.007,0.005,0.004
