,0,1,2,3,4
Coherentes,0.039,0.048,0.037,0.041,0.034
Incoherentes,0.027,0.02,0.033,0.019,0.015
Indiferentes,0.0,0.0,0.003,0.001,0.001
Tibios,0.004,0.004,0.01,0.01,0.008
