,0,1,2,3,4
Coherentes,0.044,0.04,0.047,0.047,0.039
Incoherentes,0.02,0.02,0.045,0.024,0.029
Indiferentes,0.001,0.0,0.001,0.0,0.0
Tibios,0.005,0.006,0.005,0.007,0.015
