,0,1,2,3,4
Coherentes,0.044,0.049,0.045,0.037,0.046
Incoherentes,0.027,0.043,0.021,0.043,0.041
Indiferentes,0.0,0.0,0.0,0.0,0.0
Tibios,0.003,0.01,0.001,0.006,0.012
