,0,1,2,3,4
Coherentes,0.04,0.038,0.038,0.034,0.034
Incoherentes,0.032,0.017,0.029,0.023,0.03
Indiferentes,0.0,0.0,0.0,0.001,0.0
Tibios,0.008,0.008,0.02,0.009,0.004
