,0,1,2,3,4
Coherentes,0.032,0.045,0.043,0.044,0.061
Incoherentes,0.035,0.036,0.038,0.035,0.036
Indiferentes,0.001,0.002,0.0,0.001,0.0
Tibios,0.004,0.005,0.008,0.009,0.007
