,0,1,2,3,4
Coherentes,0.032,0.039,0.041,0.047,0.037
Incoherentes,0.029,0.029,0.022,0.039,0.042
Indiferentes,0.0,0.001,0.002,0.0,0.003
Tibios,0.009,0.001,0.007,0.002,0.005
