,0,1,2,3,4
Coherentes,0.039,0.047,0.037,0.039,0.035
Incoherentes,0.029,0.03,0.046,0.033,0.035
Indiferentes,0.0,0.001,0.0,0.0,0.0
Tibios,0.006,0.009,0.004,0.009,0.01
