,0,1,2,3,4
Coherentes,0.032,0.038,0.046,0.033,0.043
Incoherentes,0.03,0.013,0.028,0.031,0.04
Indiferentes,0.002,0.0,0.0,0.001,0.0
Tibios,0.007,0.008,0.01,0.006,0.012
