,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,0.0,10.0,20.0,30.0,40.0,50.0,60.0,70.0,80.0,90.0,100.0,110.0,120.0,130.0,140.0
1,0.2594,0.16920000000000002,0.1118,0.0878,0.07540000000000001,0.0704,0.06439999999999999,0.057999999999999996,0.054799999999999995,0.0518,0.05,0.04580000000000001,0.0434,0.042,0.037
2,0.2708,0.1894,0.11819999999999999,0.0928,0.07239999999999999,0.0636,0.055999999999999994,0.05160000000000001,0.0486,0.0422,0.0382,0.037399999999999996,0.0382,0.036,0.0356
3,0.06079999999999999,0.005,0.005200000000000001,0.0022,0.0016000000000000003,0.0016000000000000003,0.001,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008
4,0.3438,0.06820000000000001,0.040799999999999996,0.029,0.022199999999999998,0.015600000000000001,0.011,0.0094,0.008199999999999999,0.008400000000000001,0.008,0.008799999999999999,0.0063999999999999994,0.0072,0.0056
