,0,1,2,3,4
Coherentes,0.055,0.046,0.045,0.03,0.042
Incoherentes,0.029,0.038,0.018,0.023,0.025
Indiferentes,0.003,0.001,0.0,0.0,0.002
Tibios,0.008,0.006,0.003,0.008,0.005
