,0,1,2,3,4
Coherentes,0.029,0.036,0.041,0.043,0.043
Incoherentes,0.05,0.044,0.02,0.027,0.025
Indiferentes,0.001,0.0,0.0,0.001,0.0
Tibios,0.011,0.007,0.003,0.006,0.005
