,0,1,2,3,4
Coherentes,0.042,0.046,0.05,0.033,0.043
Incoherentes,0.037,0.037,0.038,0.041,0.037
Indiferentes,0.0,0.001,0.0,0.002,0.0
Tibios,0.011,0.007,0.014,0.013,0.015
