,0,1,2,3,4
Coherentes,0.041,0.035,0.029,0.045,0.046
Incoherentes,0.017,0.024,0.022,0.015,0.031
Indiferentes,0.002,0.001,0.0,0.0,0.001
Tibios,0.002,0.008,0.01,0.009,0.008
