,0,1,2,3,4
Coherentes,0.045,0.033,0.033,0.048,0.031
Incoherentes,0.017,0.031,0.032,0.036,0.03
Indiferentes,0.0,0.003,0.0,0.0,0.001
Tibios,0.01,0.011,0.005,0.009,0.01
