,0,1,2,3,4
Coherentes,0.04,0.039,0.045,0.035,0.044
Incoherentes,0.021,0.028,0.035,0.019,0.024
Indiferentes,0.001,0.0,0.0,0.0,0.003
Tibios,0.005,0.006,0.005,0.005,0.002
