,0,1,2,3,4
Coherentes,0.047,0.049,0.04,0.049,0.044
Incoherentes,0.031,0.038,0.043,0.029,0.024
Indiferentes,0.001,0.001,0.0,0.0,0.001
Tibios,0.007,0.008,0.01,0.007,0.012
