,0,1,2,3,4
Coherentes,0.045,0.032,0.045,0.031,0.035
Incoherentes,0.024,0.019,0.034,0.041,0.036
Indiferentes,0.0,0.0,0.001,0.0,0.0
Tibios,0.003,0.006,0.006,0.004,0.004
