,0,1,2,3,4
Coherentes,0.035,0.04,0.043,0.052,0.044
Incoherentes,0.048,0.023,0.037,0.035,0.034
Indiferentes,0.0,0.001,0.0,0.0,0.001
Tibios,0.012,0.01,0.004,0.006,0.013
