,0,1,2,3,4
Coherentes,0.039,0.091,0.054,0.033,0.063
Incoherentes,0.032,0.037,0.042,0.021,0.039
Indiferentes,0.0,0.0,0.0,0.0,0.0
Tibios,0.011,0.01,0.011,0.011,0.012
