,0,1,2,3,4
Coherentes,0.046,0.04,0.044,0.044,0.033
Incoherentes,0.031,0.048,0.022,0.019,0.04
Indiferentes,0.0,0.0,0.002,0.0,0.001
Tibios,0.003,0.009,0.004,0.006,0.009
