,0,1,2,3,4
Coherentes,0.029,0.037,0.035,0.044,0.05
Incoherentes,0.025,0.02,0.028,0.024,0.041
Indiferentes,0.004,0.002,0.0,0.001,0.001
Tibios,0.014,0.002,0.011,0.004,0.012
