,0,1,2,3,4
Coherentes,0.049,0.064,0.051,0.059,0.064
Incoherentes,0.029,0.032,0.02,0.028,0.018
Indiferentes,0.0,0.0,0.002,0.0,0.001
Tibios,0.008,0.006,0.007,0.005,0.006
