,0,1,2,3,4
Coherentes,0.043,0.055,0.038,0.036,0.032
Incoherentes,0.029,0.018,0.035,0.033,0.036
Indiferentes,0.0,0.0,0.0,0.001,0.001
Tibios,0.009,0.009,0.013,0.005,0.007
