,0,1,2,3,4
Coherentes,0.036,0.032,0.034,0.035,0.043
Incoherentes,0.032,0.027,0.03,0.033,0.026
Indiferentes,0.0,0.002,0.001,0.003,0.0
Tibios,0.007,0.01,0.009,0.003,0.008
