,0,1,2,3,4
Coherentes,0.044,0.032,0.048,0.042,0.041
Incoherentes,0.032,0.047,0.027,0.016,0.036
Indiferentes,0.001,0.001,0.001,0.0,0.0
Tibios,0.008,0.014,0.004,0.007,0.01
