,0,1,2,3,4
Coherentes,0.024,0.043,0.036,0.043,0.054
Incoherentes,0.038,0.048,0.045,0.027,0.022
Indiferentes,0.0,0.0,0.001,0.0,0.001
Tibios,0.011,0.007,0.011,0.003,0.005
