,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
Coherent,0.656,0.679,0.668,0.692,0.672,0.667,0.662,0.661,0.665,0.641,0.692,0.654,0.67,0.689,0.624,0.678,0.667,0.663,0.641,0.663,0.665,0.646,0.675,0.7,0.663,0.704,0.655,0.641,0.641,0.671,0.639,0.664,0.651,0.726,0.665,0.687,0.666,0.659,0.615,0.64,0.685,0.655,0.71,0.629,0.683,0.644,0.632,0.658,0.689,0.695,0.7,0.695,0.645,0.637,0.712,0.672,0.644,0.696,0.673,0.682,0.68,0.616,0.676,0.661,0.675,0.629,0.691,0.636,0.657,0.671,0.65,0.67,0.635,0.661,0.629,0.65,0.658,0.639,0.701,0.656,0.694,0.688,0.678,0.681,0.701,0.688,0.649,0.648,0.679,0.666,0.639,0.663,0.669,0.646,0.675,0.625,0.699,0.642,0.65,0.678
Incoherent,0.222,0.241,0.246,0.19,0.203,0.218,0.226,0.269,0.214,0.214,0.217,0.243,0.214,0.226,0.268,0.218,0.226,0.232,0.25,0.209,0.212,0.232,0.223,0.215,0.201,0.191,0.225,0.232,0.208,0.227,0.237,0.232,0.229,0.18,0.248,0.211,0.221,0.225,0.248,0.233,0.208,0.247,0.203,0.229,0.216,0.241,0.229,0.238,0.221,0.219,0.203,0.221,0.242,0.219,0.176,0.207,0.244,0.209,0.2,0.2,0.222,0.241,0.235,0.227,0.225,0.232,0.208,0.244,0.234,0.209,0.239,0.207,0.258,0.2,0.24,0.226,0.241,0.243,0.201,0.259,0.228,0.201,0.211,0.211,0.196,0.229,0.25,0.226,0.212,0.228,0.244,0.226,0.211,0.243,0.212,0.255,0.208,0.252,0.202,0.199
Apathetic,0.122,0.08,0.086,0.118,0.125,0.115,0.112,0.07,0.121,0.145,0.091,0.103,0.116,0.085,0.108,0.104,0.107,0.105,0.109,0.128,0.123,0.122,0.102,0.085,0.136,0.105,0.12,0.127,0.151,0.102,0.124,0.104,0.12,0.094,0.087,0.102,0.113,0.116,0.137,0.127,0.107,0.098,0.087,0.142,0.101,0.115,0.139,0.104,0.09,0.086,0.097,0.084,0.113,0.144,0.112,0.121,0.112,0.095,0.127,0.118,0.098,0.143,0.089,0.112,0.1,0.139,0.101,0.12,0.109,0.12,0.111,0.123,0.107,0.139,0.131,0.124,0.101,0.118,0.098,0.085,0.078,0.111,0.111,0.108,0.103,0.083,0.101,0.126,0.109,0.106,0.117,0.111,0.12,0.111,0.113,0.12,0.093,0.106,0.148,0.123
Weak,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
