,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
Coherent,0.548,0.732,0.673,0.557,0.677,0.694,0.573,0.69,0.639,0.629,0.612,0.668,0.695,0.56,0.648,0.617,0.653,0.605,0.721,0.554,0.625,0.697,0.669,0.645,0.563,0.671,0.604,0.7,0.721,0.649,0.65,0.599,0.669,0.621,0.678,0.629,0.722,0.621,0.596,0.665,0.674,0.749,0.735,0.702,0.624,0.678,0.711,0.665,0.543,0.713,0.746,0.588,0.697,0.671,0.628,0.689,0.654,0.719,0.594,0.505,0.673,0.636,0.591,0.626,0.674,0.677,0.627,0.593,0.703,0.654,0.621,0.498,0.711,0.66,0.729,0.567,0.688,0.637,0.659,0.747,0.688,0.654,0.78,0.677,0.673,0.76,0.555,0.618,0.756,0.606,0.627,0.56,0.717,0.621,0.701,0.736,0.559,0.659,0.688,0.592
Incoherent,0.262,0.163,0.232,0.256,0.241,0.229,0.237,0.228,0.261,0.24,0.259,0.194,0.226,0.264,0.265,0.29,0.195,0.289,0.219,0.279,0.207,0.196,0.155,0.246,0.285,0.186,0.239,0.253,0.172,0.175,0.178,0.255,0.223,0.241,0.212,0.221,0.203,0.205,0.261,0.229,0.192,0.195,0.177,0.213,0.233,0.226,0.217,0.265,0.288,0.246,0.166,0.255,0.197,0.229,0.258,0.232,0.234,0.179,0.251,0.221,0.28,0.233,0.232,0.226,0.205,0.213,0.27,0.281,0.211,0.257,0.244,0.304,0.191,0.213,0.166,0.247,0.238,0.277,0.221,0.122,0.252,0.252,0.169,0.247,0.173,0.153,0.228,0.295,0.206,0.227,0.213,0.259,0.195,0.295,0.189,0.207,0.271,0.204,0.239,0.274
Apathetic,0.183,0.105,0.095,0.177,0.078,0.061,0.154,0.066,0.097,0.131,0.109,0.129,0.079,0.131,0.075,0.082,0.111,0.096,0.054,0.15,0.154,0.074,0.174,0.099,0.148,0.143,0.128,0.037,0.107,0.166,0.163,0.146,0.097,0.138,0.089,0.124,0.069,0.152,0.121,0.106,0.108,0.039,0.088,0.077,0.141,0.073,0.072,0.07,0.149,0.039,0.068,0.142,0.106,0.1,0.099,0.079,0.109,0.098,0.136,0.248,0.046,0.129,0.176,0.143,0.121,0.11,0.103,0.118,0.084,0.075,0.129,0.186,0.065,0.114,0.105,0.179,0.07,0.078,0.114,0.129,0.059,0.081,0.047,0.073,0.153,0.066,0.212,0.087,0.035,0.165,0.16,0.173,0.071,0.059,0.104,0.057,0.17,0.134,0.073,0.108
Weak,0.007,0.0,0.0,0.01,0.004,0.016,0.036,0.016,0.003,0.0,0.02,0.009,0.0,0.045,0.012,0.011,0.041,0.01,0.006,0.017,0.014,0.033,0.002,0.01,0.004,0.0,0.029,0.01,0.0,0.01,0.009,0.0,0.011,0.0,0.021,0.026,0.006,0.022,0.022,0.0,0.026,0.017,0.0,0.008,0.002,0.023,0.0,0.0,0.02,0.002,0.02,0.015,0.0,0.0,0.015,0.0,0.003,0.004,0.019,0.026,0.001,0.002,0.001,0.005,0.0,0.0,0.0,0.008,0.002,0.014,0.006,0.012,0.033,0.013,0.0,0.007,0.004,0.008,0.006,0.002,0.001,0.013,0.004,0.003,0.001,0.021,0.005,0.0,0.003,0.002,0.0,0.008,0.017,0.025,0.006,0.0,0.0,0.003,0.0,0.026
