,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
Coherent,0.472,0.602,0.498,0.508,0.559,0.515,0.588,0.428,0.476,0.472,0.487,0.498,0.559,0.49,0.596,0.562,0.367,0.51,0.445,0.401,0.449,0.414,0.417,0.489,0.491,0.47,0.435,0.446,0.396,0.552,0.385,0.479,0.558,0.439,0.581,0.351,0.472,0.629,0.52,0.423,0.456,0.368,0.641,0.428,0.524,0.372,0.555,0.46,0.62,0.534,0.553,0.634,0.535,0.524,0.571,0.514,0.478,0.346,0.536,0.574,0.431,0.61,0.41,0.44,0.509,0.548,0.43,0.551,0.544,0.479,0.52,0.422,0.372,0.537,0.603,0.438,0.411,0.417,0.366,0.526,0.571,0.376,0.545,0.534,0.546,0.498,0.569,0.447,0.542,0.447,0.443,0.484,0.306,0.497,0.323,0.454,0.536,0.334,0.426,0.562
Incoherent,0.268,0.298,0.209,0.183,0.182,0.172,0.185,0.273,0.291,0.215,0.228,0.254,0.218,0.172,0.089,0.216,0.22,0.222,0.216,0.102,0.251,0.264,0.316,0.136,0.178,0.228,0.268,0.154,0.329,0.136,0.269,0.19,0.169,0.315,0.154,0.327,0.342,0.196,0.27,0.363,0.272,0.222,0.149,0.297,0.13,0.229,0.138,0.331,0.167,0.146,0.121,0.187,0.254,0.23,0.236,0.173,0.255,0.199,0.221,0.193,0.29,0.187,0.23,0.265,0.233,0.172,0.31,0.168,0.212,0.237,0.351,0.341,0.358,0.119,0.235,0.372,0.208,0.292,0.272,0.282,0.133,0.202,0.135,0.227,0.181,0.197,0.198,0.175,0.215,0.183,0.283,0.295,0.299,0.169,0.292,0.376,0.316,0.263,0.255,0.172
Apathetic,0.168,0.045,0.179,0.153,0.077,0.044,0.127,0.153,0.077,0.142,0.079,0.082,0.048,0.159,0.078,0.116,0.162,0.206,0.23,0.277,0.073,0.157,0.11,0.064,0.095,0.092,0.058,0.106,0.051,0.084,0.258,0.076,0.082,0.054,0.119,0.204,0.009,0.026,0.105,0.073,0.074,0.233,0.092,0.099,0.09,0.196,0.04,0.032,0.035,0.174,0.056,0.07,0.099,0.171,0.148,0.128,0.115,0.092,0.064,0.101,0.083,0.053,0.146,0.064,0.081,0.106,0.104,0.011,0.076,0.07,0.064,0.098,0.14,0.066,0.079,0.089,0.047,0.192,0.135,0.034,0.091,0.19,0.065,0.005,0.03,0.089,0.098,0.206,0.072,0.248,0.121,0.075,0.112,0.081,0.19,0.089,0.01,0.152,0.064,0.135
Weak,0.092,0.055,0.114,0.156,0.182,0.269,0.1,0.146,0.156,0.171,0.206,0.166,0.175,0.179,0.237,0.106,0.251,0.062,0.109,0.22,0.227,0.165,0.157,0.311,0.236,0.21,0.239,0.294,0.224,0.228,0.088,0.255,0.191,0.192,0.146,0.118,0.177,0.149,0.105,0.141,0.198,0.177,0.118,0.176,0.256,0.203,0.267,0.177,0.178,0.146,0.27,0.109,0.112,0.075,0.045,0.185,0.152,0.363,0.179,0.132,0.196,0.15,0.214,0.231,0.177,0.174,0.156,0.27,0.168,0.214,0.065,0.139,0.13,0.278,0.083,0.101,0.334,0.099,0.227,0.158,0.205,0.232,0.255,0.234,0.243,0.216,0.135,0.172,0.171,0.122,0.153,0.146,0.283,0.253,0.195,0.081,0.138,0.251,0.255,0.131
