,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
Coherent,0.665,0.641,0.593,0.723,0.699,0.674,0.608,0.608,0.546,0.7,0.621,0.686,0.727,0.671,0.618,0.718,0.679,0.702,0.714,0.665,0.596,0.701,0.655,0.656,0.671,0.719,0.668,0.629,0.657,0.698,0.641,0.699,0.61,0.643,0.671,0.597,0.631,0.673,0.678,0.64,0.659,0.643,0.738,0.73,0.687,0.7,0.682,0.769,0.74,0.649,0.729,0.622,0.648,0.694,0.619,0.702,0.725,0.669,0.604,0.642,0.701,0.742,0.704,0.658,0.695,0.677,0.659,0.681,0.675,0.744,0.665,0.673,0.595,0.675,0.696,0.709,0.715,0.573,0.586,0.653,0.588,0.636,0.678,0.479,0.6,0.715,0.69,0.684,0.692,0.733,0.677,0.575,0.653,0.641,0.682,0.615,0.648,0.643,0.65,0.704
Incoherent,0.222,0.265,0.25,0.25,0.23,0.268,0.237,0.249,0.313,0.207,0.264,0.225,0.183,0.253,0.293,0.194,0.215,0.22,0.199,0.232,0.216,0.248,0.215,0.206,0.235,0.173,0.197,0.277,0.244,0.223,0.226,0.209,0.252,0.23,0.245,0.247,0.253,0.194,0.193,0.213,0.219,0.258,0.185,0.196,0.196,0.183,0.267,0.144,0.159,0.251,0.167,0.288,0.227,0.201,0.199,0.217,0.208,0.278,0.249,0.225,0.208,0.158,0.226,0.259,0.201,0.189,0.25,0.238,0.235,0.182,0.248,0.233,0.214,0.215,0.219,0.198,0.209,0.34,0.288,0.228,0.237,0.268,0.212,0.36,0.27,0.196,0.191,0.188,0.19,0.129,0.214,0.285,0.2,0.251,0.216,0.282,0.255,0.272,0.219,0.176
Apathetic,0.113,0.094,0.157,0.027,0.071,0.056,0.155,0.143,0.141,0.093,0.114,0.089,0.088,0.076,0.089,0.087,0.105,0.078,0.087,0.103,0.188,0.049,0.13,0.138,0.094,0.108,0.131,0.094,0.099,0.075,0.133,0.092,0.138,0.127,0.075,0.153,0.113,0.131,0.129,0.147,0.119,0.093,0.077,0.074,0.116,0.109,0.051,0.087,0.101,0.092,0.104,0.09,0.12,0.099,0.182,0.08,0.067,0.053,0.147,0.132,0.085,0.094,0.07,0.083,0.104,0.134,0.091,0.081,0.09,0.074,0.086,0.094,0.191,0.11,0.082,0.093,0.076,0.087,0.126,0.119,0.164,0.096,0.1,0.16,0.127,0.089,0.119,0.128,0.107,0.125,0.109,0.14,0.147,0.108,0.1,0.103,0.091,0.085,0.131,0.12
Weak,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.001,0.0,0.002,0.0,0.0,0.001,0.001,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.009,0.003,0.003,0.002,0.0,0.0,0.003,0.006,0.0,0.0,0.001,0.008,0.0,0.0,0.0,0.008,0.0,0.0,0.005,0.006,0.0,0.001,0.0,0.0,0.0,0.001,0.006,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.011,0.0,0.01,0.001,0.003,0.0,0.0,0.0,0.011,0.013,0.0,0.0,0.0,0.0,0.002,0.0,0.006,0.0,0.0,0.0
