,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
Coherent,0.568,0.536,0.606,0.651,0.644,0.67,0.595,0.583,0.544,0.635,0.664,0.538,0.609,0.655,0.636,0.546,0.682,0.654,0.596,0.703,0.683,0.558,0.665,0.637,0.649,0.697,0.579,0.737,0.642,0.683,0.557,0.577,0.67,0.721,0.662,0.633,0.622,0.679,0.703,0.59,0.627,0.668,0.606,0.625,0.679,0.669,0.654,0.723,0.661,0.608,0.649,0.731,0.705,0.634,0.765,0.672,0.653,0.631,0.583,0.569,0.612,0.684,0.599,0.631,0.602,0.537,0.61,0.54,0.7,0.719,0.609,0.619,0.695,0.676,0.67,0.621,0.579,0.509,0.643,0.66,0.606,0.557,0.57,0.678,0.552,0.631,0.571,0.65,0.716,0.69,0.467,0.723,0.713,0.628,0.625,0.608,0.691,0.631,0.687,0.637
Incoherent,0.273,0.299,0.255,0.216,0.241,0.202,0.21,0.21,0.25,0.271,0.209,0.319,0.276,0.262,0.216,0.234,0.202,0.209,0.276,0.139,0.215,0.217,0.183,0.258,0.226,0.212,0.274,0.179,0.202,0.183,0.276,0.262,0.212,0.224,0.227,0.191,0.226,0.217,0.234,0.333,0.259,0.179,0.201,0.243,0.211,0.251,0.229,0.206,0.232,0.216,0.219,0.229,0.19,0.238,0.178,0.214,0.21,0.218,0.222,0.278,0.236,0.222,0.206,0.27,0.293,0.232,0.185,0.305,0.181,0.224,0.244,0.249,0.215,0.18,0.148,0.246,0.269,0.344,0.221,0.244,0.235,0.203,0.19,0.228,0.206,0.244,0.232,0.259,0.157,0.2,0.239,0.158,0.157,0.175,0.275,0.249,0.181,0.226,0.222,0.236
Apathetic,0.149,0.158,0.127,0.133,0.095,0.118,0.185,0.162,0.194,0.094,0.101,0.141,0.078,0.059,0.128,0.181,0.091,0.134,0.083,0.095,0.065,0.184,0.101,0.099,0.111,0.072,0.147,0.075,0.105,0.12,0.157,0.149,0.089,0.049,0.101,0.141,0.107,0.081,0.045,0.072,0.111,0.137,0.169,0.122,0.099,0.063,0.113,0.067,0.096,0.17,0.124,0.04,0.099,0.097,0.057,0.089,0.125,0.137,0.172,0.143,0.104,0.077,0.166,0.07,0.081,0.204,0.164,0.123,0.1,0.037,0.121,0.092,0.084,0.141,0.138,0.1,0.13,0.1,0.114,0.096,0.122,0.211,0.209,0.079,0.202,0.087,0.165,0.066,0.127,0.107,0.236,0.104,0.118,0.159,0.1,0.124,0.106,0.129,0.065,0.078
Weak,0.01,0.007,0.012,0.0,0.02,0.01,0.01,0.045,0.012,0.0,0.026,0.002,0.037,0.024,0.02,0.039,0.025,0.003,0.045,0.063,0.037,0.041,0.051,0.006,0.014,0.019,0.0,0.009,0.051,0.014,0.01,0.012,0.029,0.006,0.01,0.035,0.045,0.023,0.018,0.005,0.003,0.016,0.024,0.01,0.011,0.017,0.004,0.004,0.011,0.006,0.008,0.0,0.006,0.031,0.0,0.025,0.012,0.014,0.023,0.01,0.048,0.017,0.029,0.029,0.024,0.027,0.041,0.032,0.019,0.02,0.026,0.04,0.006,0.003,0.044,0.033,0.022,0.047,0.022,0.0,0.037,0.029,0.031,0.015,0.04,0.038,0.032,0.025,0.0,0.003,0.058,0.015,0.012,0.038,0.0,0.019,0.022,0.014,0.026,0.049
