,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
Coherent,0.657,0.614,0.747,0.565,0.492,0.575,0.578,0.678,0.662,0.722,0.528,0.576,0.675,0.604,0.651,0.652,0.618,0.636,0.606,0.591,0.777,0.645,0.502,0.673,0.544,0.654,0.474,0.722,0.61,0.611,0.627,0.642,0.652,0.577,0.581,0.645,0.588,0.705,0.613,0.54,0.551,0.632,0.545,0.623,0.621,0.605,0.629,0.583,0.703,0.71,0.647,0.63,0.558,0.543,0.67,0.475,0.608,0.673,0.565,0.621,0.608,0.626,0.549,0.557,0.66,0.521,0.5,0.55,0.669,0.598,0.651,0.553,0.554,0.518,0.66,0.667,0.715,0.603,0.556,0.652,0.635,0.556,0.561,0.628,0.608,0.637,0.706,0.534,0.668,0.614,0.686,0.558,0.658,0.637,0.672,0.624,0.663,0.577,0.679,0.524
Incoherent,0.21,0.099,0.143,0.232,0.208,0.196,0.275,0.188,0.199,0.212,0.251,0.176,0.194,0.161,0.219,0.133,0.214,0.208,0.166,0.249,0.175,0.231,0.225,0.2,0.198,0.165,0.208,0.111,0.187,0.182,0.246,0.154,0.238,0.22,0.275,0.184,0.273,0.152,0.25,0.241,0.251,0.175,0.289,0.24,0.171,0.262,0.172,0.262,0.195,0.13,0.196,0.207,0.261,0.284,0.146,0.201,0.205,0.244,0.279,0.179,0.262,0.194,0.267,0.22,0.156,0.183,0.281,0.301,0.221,0.203,0.204,0.273,0.249,0.208,0.273,0.238,0.188,0.228,0.197,0.254,0.171,0.295,0.241,0.267,0.219,0.163,0.217,0.253,0.219,0.156,0.2,0.167,0.117,0.183,0.193,0.198,0.238,0.246,0.142,0.163
Apathetic,0.062,0.132,0.095,0.124,0.211,0.172,0.122,0.101,0.106,0.05,0.172,0.182,0.106,0.197,0.091,0.089,0.115,0.072,0.164,0.114,0.013,0.076,0.182,0.094,0.049,0.153,0.16,0.129,0.14,0.177,0.124,0.122,0.053,0.105,0.082,0.153,0.082,0.109,0.116,0.121,0.162,0.159,0.166,0.124,0.146,0.071,0.171,0.124,0.089,0.143,0.052,0.113,0.153,0.141,0.129,0.198,0.115,0.079,0.123,0.137,0.111,0.142,0.132,0.187,0.099,0.22,0.202,0.1,0.073,0.193,0.085,0.137,0.051,0.09,0.051,0.089,0.066,0.08,0.189,0.092,0.157,0.13,0.118,0.078,0.092,0.12,0.032,0.185,0.079,0.144,0.077,0.178,0.13,0.131,0.108,0.101,0.075,0.082,0.085,0.259
Weak,0.071,0.155,0.015,0.079,0.089,0.057,0.025,0.033,0.033,0.016,0.049,0.066,0.025,0.038,0.039,0.126,0.053,0.084,0.064,0.046,0.035,0.048,0.091,0.033,0.209,0.028,0.158,0.038,0.063,0.03,0.003,0.082,0.057,0.098,0.062,0.018,0.057,0.034,0.021,0.098,0.036,0.034,0.0,0.013,0.062,0.062,0.028,0.031,0.013,0.017,0.105,0.05,0.028,0.032,0.055,0.126,0.072,0.004,0.033,0.063,0.019,0.038,0.052,0.036,0.085,0.076,0.017,0.049,0.037,0.006,0.06,0.037,0.146,0.184,0.016,0.006,0.031,0.089,0.058,0.002,0.037,0.019,0.08,0.027,0.081,0.08,0.045,0.028,0.034,0.086,0.037,0.097,0.095,0.049,0.027,0.077,0.024,0.095,0.094,0.054
