,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
K,0.0,0.05,0.1,0.15000000000000002,0.2,0.25,0.30000000000000004,0.35000000000000003,0.4,0.45,0.5,0.55,0.6000000000000001,0.65,0.7000000000000001,0.75,0.8,0.8500000000000001,0.9,0.9500000000000001,1.0
Coherent,0.22549494949494947,0.35407070707070704,0.4867070707070709,0.5671111111111111,0.6134949494949492,0.6358484848484847,0.6532727272727277,0.6585757575757578,0.6650101010101009,0.6656565656565654,0.6640101010101007,0.6661212121212118,0.6677777777777779,0.6651414141414141,0.6668585858585859,0.6687777777777778,0.6652121212121215,0.666909090909091,0.6682121212121213,0.6626969696969697,0.6696464646464647
Incoherent,0.22182828282828285,0.22218181818181829,0.22878787878787885,0.22401010101010094,0.21045454545454556,0.2268282828282828,0.2278989898989899,0.21901010101010096,0.22736363636363638,0.22019191919191922,0.22485858585858579,0.2219191919191919,0.221959595959596,0.22138383838383852,0.22400000000000012,0.2211414141414141,0.22384848484848469,0.2208383838383838,0.22227272727272734,0.2253737373737374,0.21855555555555564
Apathetic,0.11862626262626266,0.1094545454545454,0.10404040404040402,0.10666666666666666,0.1212121212121213,0.1160909090909091,0.10926262626262624,0.1172020202020202,0.10615151515151518,0.1132828282828283,0.1108383838383838,0.11185858585858588,0.11024242424242424,0.11346464646464648,0.10914141414141414,0.11008080808080817,0.11093939393939398,0.11225252525252535,0.10951515151515154,0.11192929292929296,0.11179797979797985
Weak,0.4340505050505051,0.3142929292929293,0.1804646464646465,0.10221212121212114,0.05483838383838383,0.021232323232323217,0.009565656565656572,0.005212121212121215,0.0014747474747474753,0.0008686868686868689,0.000292929292929293,0.00010101010101010101,2.0202020202020203e-05,1.0101010101010101e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
