,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
Coherent,0.587,0.592,0.613,0.473,0.689,0.568,0.577,0.544,0.664,0.588,0.477,0.48,0.582,0.497,0.425,0.606,0.504,0.631,0.631,0.465,0.621,0.612,0.374,0.383,0.444,0.558,0.698,0.684,0.68,0.65,0.724,0.543,0.566,0.546,0.5,0.554,0.623,0.502,0.517,0.518,0.597,0.595,0.514,0.552,0.57,0.682,0.615,0.479,0.561,0.519,0.612,0.573,0.539,0.433,0.513,0.567,0.65,0.553,0.428,0.62,0.61,0.61,0.654,0.564,0.728,0.475,0.622,0.519,0.617,0.606,0.609,0.368,0.629,0.634,0.501,0.579,0.462,0.572,0.586,0.589,0.542,0.63,0.688,0.524,0.489,0.576,0.618,0.593,0.511,0.546,0.713,0.611,0.673,0.683,0.661,0.45,0.617,0.456,0.52,0.434
Incoherent,0.29,0.143,0.248,0.273,0.18,0.2,0.227,0.227,0.136,0.176,0.204,0.275,0.275,0.313,0.295,0.152,0.18,0.214,0.196,0.223,0.252,0.134,0.266,0.305,0.273,0.219,0.15,0.141,0.165,0.254,0.139,0.18,0.188,0.3,0.268,0.163,0.144,0.262,0.292,0.235,0.209,0.216,0.304,0.202,0.203,0.165,0.252,0.316,0.299,0.238,0.138,0.227,0.24,0.306,0.203,0.236,0.13,0.281,0.254,0.253,0.152,0.171,0.164,0.1,0.126,0.307,0.259,0.26,0.228,0.181,0.209,0.317,0.271,0.257,0.145,0.257,0.252,0.317,0.236,0.271,0.33,0.192,0.174,0.264,0.186,0.304,0.229,0.222,0.301,0.197,0.114,0.237,0.259,0.178,0.213,0.216,0.185,0.296,0.255,0.206
Apathetic,0.047,0.069,0.028,0.083,0.049,0.095,0.045,0.14,0.125,0.143,0.1,0.178,0.026,0.13,0.204,0.106,0.178,0.063,0.142,0.173,0.095,0.159,0.167,0.174,0.238,0.07,0.058,0.048,0.067,0.086,0.093,0.216,0.09,0.025,0.09,0.173,0.134,0.142,0.1,0.076,0.022,0.121,0.091,0.081,0.088,0.087,0.081,0.094,0.12,0.15,0.024,0.118,0.147,0.094,0.163,0.085,0.173,0.114,0.284,0.067,0.122,0.161,0.099,0.177,0.105,0.198,0.069,0.063,0.054,0.083,0.078,0.159,0.072,0.068,0.149,0.077,0.037,0.065,0.008,0.11,0.058,0.101,0.07,0.119,0.151,0.054,0.077,0.063,0.129,0.141,0.107,0.12,0.052,0.051,0.064,0.078,0.073,0.148,0.205,0.163
Weak,0.076,0.196,0.111,0.171,0.082,0.137,0.151,0.089,0.075,0.093,0.219,0.067,0.117,0.06,0.076,0.136,0.138,0.092,0.031,0.139,0.032,0.095,0.193,0.138,0.045,0.153,0.094,0.127,0.088,0.01,0.044,0.061,0.156,0.129,0.142,0.11,0.099,0.094,0.091,0.171,0.172,0.068,0.091,0.165,0.139,0.066,0.052,0.111,0.02,0.093,0.226,0.082,0.074,0.167,0.121,0.112,0.047,0.052,0.034,0.06,0.116,0.058,0.083,0.159,0.041,0.02,0.05,0.158,0.101,0.13,0.104,0.156,0.028,0.041,0.205,0.087,0.249,0.046,0.17,0.03,0.07,0.077,0.068,0.093,0.174,0.066,0.076,0.122,0.059,0.116,0.066,0.032,0.016,0.088,0.062,0.256,0.125,0.1,0.02,0.197
