,0,1,2,3,4,5,6,7,8,9,10
K,0.0,0.1,0.2,0.30000000000000004,0.4,0.5,0.6000000000000001,0.7000000000000001,0.8,0.9,1.0
Coherentes,0.6666,0.7573000000000001,0.7404,0.7131999999999998,0.6998,0.6518999999999999,0.6411,0.6031,0.5682,0.5253,0.4958
Incoherentes,0.2237,0.24270000000000005,0.2596,0.2868,0.3002,0.3481,0.3589,0.3969000000000001,0.4318,0.4747,0.5042
Indiferentes,0.1097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tibios,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
