,0,1,2,3,4,5,6,7,8,9,10
K,0.0,0.1,0.2,0.30000000000000004,0.4,0.5,0.6000000000000001,0.7000000000000001,0.8,0.9,1.0
Coherentes,0.6194,0.6106999999999998,0.6034499999999999,0.58415,0.5803499999999999,0.5632499999999999,0.5585000000000001,0.54105,0.5035000000000001,0.4844,0.46605
Incoherentes,0.3806,0.3893,0.39655,0.4158500000000001,0.41965,0.43675,0.4415000000000001,0.4554,0.4965,0.5156000000000001,0.5339500000000001
Indiferentes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tibios,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00355,0.0,0.0,0.0
