,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
Coherent,0.737,0.781,0.771,0.759,0.785,0.763,0.745,0.763,0.744,0.758,0.718,0.752,0.76,0.756,0.757,0.782,0.759,0.73,0.734,0.783,0.784,0.747,0.756,0.754,0.769,0.727,0.756,0.762,0.767,0.765,0.755,0.782,0.769,0.743,0.74,0.767,0.772,0.763,0.761,0.778,0.752,0.754,0.751,0.721,0.757,0.755,0.755,0.76,0.732,0.758,0.756,0.767,0.781,0.765,0.767,0.739,0.773,0.77,0.751,0.749,0.745,0.765,0.76,0.754,0.749,0.746,0.725,0.771,0.768,0.753,0.726,0.776,0.746,0.751,0.749,0.749,0.768,0.772,0.717,0.75,0.748,0.763,0.752,0.767,0.743,0.74,0.745,0.767,0.763,0.742,0.745,0.758,0.748,0.75,0.789,0.751,0.749,0.736,0.78,0.751
Incoherent,0.252,0.208,0.213,0.224,0.207,0.231,0.246,0.228,0.245,0.235,0.268,0.237,0.229,0.235,0.229,0.207,0.229,0.252,0.246,0.21,0.208,0.24,0.229,0.234,0.216,0.262,0.239,0.22,0.221,0.225,0.235,0.211,0.222,0.238,0.246,0.217,0.218,0.224,0.228,0.218,0.234,0.233,0.242,0.26,0.231,0.234,0.24,0.226,0.26,0.224,0.229,0.212,0.209,0.226,0.222,0.256,0.216,0.22,0.229,0.235,0.236,0.219,0.23,0.237,0.239,0.237,0.266,0.216,0.216,0.234,0.264,0.214,0.246,0.232,0.241,0.245,0.22,0.213,0.268,0.227,0.236,0.228,0.235,0.224,0.245,0.245,0.242,0.215,0.228,0.244,0.244,0.232,0.243,0.236,0.193,0.242,0.232,0.252,0.207,0.24
Apathetic,0.01,0.011,0.012,0.012,0.008,0.005,0.009,0.007,0.006,0.005,0.008,0.004,0.01,0.009,0.011,0.01,0.008,0.017,0.013,0.006,0.007,0.012,0.014,0.012,0.013,0.011,0.005,0.016,0.01,0.01,0.009,0.007,0.008,0.014,0.013,0.01,0.01,0.01,0.011,0.004,0.014,0.012,0.006,0.015,0.012,0.009,0.005,0.013,0.007,0.014,0.014,0.014,0.01,0.008,0.01,0.005,0.011,0.01,0.015,0.016,0.015,0.009,0.009,0.007,0.012,0.016,0.008,0.013,0.014,0.011,0.009,0.007,0.007,0.017,0.009,0.006,0.01,0.015,0.012,0.015,0.01,0.009,0.012,0.008,0.01,0.011,0.011,0.015,0.007,0.009,0.007,0.009,0.009,0.01,0.015,0.007,0.014,0.009,0.011,0.008
Weak,0.001,0.0,0.004,0.005,0.0,0.001,0.0,0.002,0.005,0.002,0.006,0.007,0.001,0.0,0.003,0.001,0.004,0.001,0.007,0.001,0.001,0.001,0.001,0.0,0.002,0.0,0.0,0.002,0.002,0.0,0.001,0.0,0.001,0.005,0.001,0.006,0.0,0.003,0.0,0.0,0.0,0.001,0.001,0.004,0.0,0.002,0.0,0.001,0.001,0.004,0.001,0.007,0.0,0.001,0.001,0.0,0.0,0.0,0.005,0.0,0.004,0.007,0.001,0.002,0.0,0.001,0.001,0.0,0.002,0.002,0.001,0.003,0.001,0.0,0.001,0.0,0.002,0.0,0.003,0.008,0.006,0.0,0.001,0.001,0.002,0.004,0.002,0.003,0.002,0.005,0.004,0.001,0.0,0.004,0.003,0.0,0.005,0.003,0.002,0.001
