,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
Coherent,0.692,0.634,0.684,0.644,0.625,0.663,0.682,0.678,0.676,0.661,0.598,0.663,0.689,0.677,0.633,0.671,0.671,0.632,0.652,0.657,0.654,0.659,0.664,0.646,0.628,0.696,0.634,0.657,0.685,0.628,0.625,0.65,0.633,0.622,0.656,0.635,0.613,0.687,0.678,0.7,0.663,0.611,0.676,0.689,0.651,0.652,0.68,0.65,0.646,0.624,0.669,0.633,0.678,0.65,0.665,0.645,0.652,0.669,0.643,0.636,0.665,0.648,0.655,0.657,0.664,0.64,0.658,0.658,0.678,0.691,0.652,0.649,0.653,0.652,0.633,0.7,0.652,0.654,0.664,0.631,0.644,0.655,0.663,0.683,0.69,0.683,0.668,0.651,0.673,0.636,0.666,0.692,0.651,0.661,0.646,0.668,0.655,0.634,0.663,0.664
Incoherent,0.308,0.366,0.316,0.356,0.375,0.337,0.318,0.322,0.324,0.339,0.402,0.337,0.311,0.323,0.367,0.329,0.329,0.368,0.348,0.343,0.346,0.341,0.336,0.354,0.372,0.304,0.366,0.343,0.315,0.372,0.375,0.35,0.367,0.378,0.344,0.365,0.387,0.313,0.322,0.3,0.337,0.389,0.324,0.311,0.349,0.348,0.32,0.35,0.354,0.376,0.331,0.367,0.322,0.35,0.335,0.355,0.348,0.331,0.357,0.364,0.335,0.352,0.345,0.343,0.336,0.36,0.342,0.342,0.322,0.309,0.348,0.351,0.347,0.348,0.367,0.3,0.348,0.346,0.336,0.369,0.356,0.345,0.337,0.317,0.31,0.317,0.332,0.349,0.327,0.364,0.334,0.308,0.349,0.339,0.354,0.332,0.345,0.366,0.337,0.336
Apathetic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Weak,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
