,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
K,0.0,0.05,0.1,0.15000000000000002,0.2,0.25,0.30000000000000004,0.35000000000000003,0.4,0.45,0.5,0.55,0.6000000000000001,0.65,0.7000000000000001,0.75,0.8,0.8500000000000001,0.9,0.9500000000000001,1.0
Coherent,0.4974949494949496,0.5173939393939394,0.5371313131313131,0.5487676767676768,0.5602727272727271,0.5848686868686866,0.5970707070707072,0.6124848484848483,0.6278080808080808,0.6412727272727272,0.656787878787879,0.6713333333333336,0.6868383838383841,0.6961212121212123,0.7116161616161615,0.7220909090909088,0.737010101010101,0.7469696969696967,0.7546767676767677,0.7561313131313135,0.6688989898989898
Incoherent,0.5018787878787879,0.4820909090909091,0.46222222222222215,0.4510404040404041,0.4394747474747476,0.41506060606060624,0.4029292929292928,0.38743434343434346,0.37216161616161625,0.35869696969696985,0.34321212121212114,0.3286666666666666,0.31316161616161625,0.3038787878787878,0.28838383838383835,0.2779090909090908,0.26295959595959595,0.2528989898989899,0.2439292929292929,0.23162626262626268,0.21910101010101013
Apathetic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0101010101010101e-05,5.0505050505050505e-05,0.0009898989898989906,0.010292929292929298,0.11200000000000004
Weak,0.0006262626262626263,0.000515151515151515,0.0006464646464646465,0.00019191919191919191,0.0002525252525252525,7.07070707070707e-05,0.0,8.080808080808081e-05,3.0303030303030302e-05,3.0303030303030302e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.0202020202020203e-05,8.080808080808081e-05,0.0004040404040404041,0.0019494949494949507,0.0
