,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
K,0.0,0.05,0.1,0.15000000000000002,0.2,0.25,0.30000000000000004,0.35000000000000003,0.4,0.45,0.5,0.55,0.6000000000000001,0.65,0.7000000000000001,0.75,0.8,0.8500000000000001,0.9,0.9500000000000001,1.0
Coherent,0.031064900377381018,0.029736879522077885,0.02640834997227375,0.026094736463090164,0.028506289381868322,0.0261224145150257,0.02869909069357088,0.026653622350734714,0.022082718687844248,0.02716195500380898,0.02080044776169971,0.024528201178668278,0.024003701700374285,0.02214252199159847,0.017888947146616263,0.019334378237175927,0.01967153488377486,0.019045302889482602,0.01594110863608665,0.015268111670156763,0.014120830574443617
Incoherent,0.031235208001931622,0.029717407428427565,0.026377385008929465,0.02603644196197259,0.0282894454372981,0.0261833481051658,0.02869909069357088,0.02663822694969968,0.022055915524100723,0.02718359895135395,0.02080044776169971,0.024528201178668285,0.02400370170037432,0.022142521991598493,0.017888947146616253,0.019334378237175914,0.01967642284973608,0.019022272096255444,0.01587916908151807,0.015047262859502945,0.012270335016545566
Apathetic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010050378152592114,0.00022009911374694672,0.0009421528700318087,0.003172755595122019,0.00885829485595857
Weak,0.00230166691408311,0.0015737880751169554,0.0031079658394923913,0.0008651621020312781,0.0014869736032642896,0.0003847216129089843,0.0,0.00044439290569034894,0.000301511344577764,0.000301511344577764,0.0,0.0,0.0,0.0,0.0,0.0,0.00020100756305184206,0.0003958140069493493,0.000832002648141291,0.0020621651855574647,0.0
