,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
Coherent,0.612,0.616,0.626,0.65,0.59,0.592,0.597,0.583,0.593,0.597,0.595,0.544,0.592,0.545,0.605,0.586,0.644,0.579,0.618,0.588,0.623,0.603,0.606,0.58,0.55,0.558,0.645,0.572,0.613,0.559,0.585,0.538,0.606,0.643,0.586,0.59,0.599,0.579,0.592,0.606,0.562,0.617,0.575,0.589,0.556,0.58,0.568,0.621,0.595,0.576,0.6,0.619,0.687,0.64,0.605,0.613,0.613,0.67,0.573,0.621,0.624,0.629,0.606,0.607,0.65,0.556,0.615,0.599,0.576,0.589,0.586,0.604,0.557,0.565,0.59,0.602,0.617,0.627,0.58,0.636,0.577,0.629,0.597,0.606,0.61,0.63,0.597,0.58,0.615,0.591,0.593,0.556,0.575,0.621,0.603,0.612,0.598,0.542,0.587,0.523
Incoherent,0.388,0.384,0.374,0.35,0.41,0.408,0.403,0.417,0.407,0.403,0.405,0.456,0.408,0.455,0.395,0.414,0.356,0.421,0.382,0.412,0.377,0.397,0.394,0.42,0.45,0.442,0.355,0.428,0.387,0.441,0.415,0.462,0.394,0.357,0.414,0.41,0.401,0.421,0.408,0.394,0.438,0.383,0.425,0.411,0.444,0.42,0.432,0.379,0.405,0.424,0.4,0.381,0.313,0.36,0.395,0.387,0.387,0.33,0.427,0.379,0.376,0.371,0.394,0.393,0.35,0.444,0.385,0.401,0.424,0.411,0.414,0.396,0.443,0.435,0.41,0.398,0.383,0.373,0.42,0.364,0.423,0.371,0.403,0.394,0.39,0.37,0.403,0.42,0.385,0.409,0.407,0.444,0.425,0.379,0.397,0.388,0.402,0.458,0.413,0.477
Apathetic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Weak,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
