,0,1,2,3,4,5,6,7,8,9,10
K,0.0,0.1,0.2,0.30000000000000004,0.4,0.5,0.6000000000000001,0.7000000000000001,0.8,0.9,1.0
Coherentes,0.5858000000000001,0.7055000000000001,0.6773000000000001,0.6533,0.6536000000000001,0.617,0.6125,0.5938999999999999,0.6109,0.5646,0.5155
Incoherentes,0.2275,0.28589999999999993,0.322,0.3467000000000001,0.34640000000000004,0.3830000000000001,0.3875000000000001,0.4061,0.3891,0.4354,0.4845
Indiferentes,0.113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tibios,0.0737,0.0086,0.0007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
