,0,1,2,3,4,5,6,7,8,9
Coherentes,0.667,0.659,0.569,0.512,0.631,0.62,0.535,0.605,0.6,0.46
Incoherentes,0.234,0.216,0.257,0.214,0.217,0.235,0.229,0.226,0.208,0.239
Indiferentes,0.098,0.11,0.116,0.119,0.112,0.112,0.121,0.103,0.118,0.121
Tibios,0.001,0.015,0.058,0.155,0.04,0.033,0.115,0.066,0.074,0.18
